103447	[dev] S06: Dropship
103448	Sewer
103449	[dev] S11: Sewer
103450	[dev] S11: Waterworks Part 1
103451	boss
103452	start
103453	bridge
103454	pipe
103455	hangar
103456	9 - The Weapon
103457	The Bridge
103458	[dev] S14: Rubble
103459	Hangar Bay
103460	start
103461	boss
103462	Custom
103464	6. On The Trail
103465	Factory Approach
103466	11. In One End...
103467	Best Laid Plans
103468	M01
103469	x Spawners
103470	x Trenches
103471	x Encounter AD
103472	x BrianTest
103473	x Character Memory
103474	x light test
103475	Speech Gym
103476	[dev] S11: Sluiceway
103477	Use or Abandon Turret
103478	Use or Abandon Turret
103479	Use or Abandon Turret
103480	Use or Abandon Turret
103481	Use or Abandon Turret
103482	Use or Abandon Turret
103483	Press button
103484	Press button
103485	Press button
103486	Press button
103489	Use or Abandon Turret
103490	Use or Abandon Turret
103491	Use or Abandon Turret
103492	Use or Abandon Turret
103493	Use or Abandon Turret
103494	Use or Abandon Turret
103495	2. Dropship
103496	Rifle firing plasma pulses. Supercharged shots add to destructive power.
103497	Open
103498	Open
103499	Press button
103500	Press button
103501	Press button
103502	Press button
103503	Activate
103504	Activate
103505	Open
103506	Open
103507	Raise Lock
103508	Raise Lock
103509	Open
103510	Open
103511	Open
103512	Open
103513	Open
103514	Open
103515	Pick up Plasma Gun
103516	Collect
103517	Collect
103518	Man Turret
103519	Hold button to rip out the heavy bolter (or press to exit the turret)
103520	Pick up Heavy Bolter
103521	Pick up Grenades
103522	Pick up Grenades
103523	Pick up %1Wargear%
103524	Man Turret
103525	Hold button to Rip out Turret (or press to exit)
103526	Pick up Ammo
103527	Pick up Ammo
103528	Open
103529	Open
103530	Man Turret
103531	Man Turret
103532	Man Turret
103533	Man Turret
103534	Man Turret
103535	Man Turret
103536	Activate
103537	Activate
103538	Use or Abandon Turret
103539	Use or Abandon Turret
103540	Open
103541	Open
103542	Activate
103543	Activate
103544	Activate
103545	Activate
103546	Activate
103547	Activate
103548	Activate
103549	Activate
103550	Activate
103551	Activate
103552	Activate
103553	Deactivate
103554	Open
103555	Open
103556	Open
103557	Open
103558	123
103559	456456
103560	Plant Explosives
103561	Plant Explosives
103562	Open
103563	Open
103564	Open
103565	Open
103566	Open
103567	Collect
103568	Collect
103569	Open
103570	Open
103571	Open
103572	Stalker Bolter
103573	Plasma Gun
103574	Vengeance Launcher
103575	Bolter
103576	Bolter Combi Grenade
103577	Storm Bolter
103578	Chainsword
103579	Bolter
103580	Chainsword
103581	Plasma Gun
103582	Frag Grenades
103583	Timed anti-infantry grenades.
103584	[dev] S11: Start
103585	Train Start
103586	Capture
103587	Capture 3 points in succession
103588	15. Bad Science
103589	Factory Approach
103590	Kalkys Outskirts
103591	5 - The Inquisitor
103592	Cinematic Moments
103593	Combat Patrol
103594	Follow Objectives to win
103595	Stalker Bolter
103596	Storm Bolter
103597	Plasma Gun
103598	Vengeance Launcher
103599	Bolter
103600	Chainsword
103601	Bolter
103602	Vengeance Launcher
103603	Plasma Gun
103604	Stalker Bolter
103605	Storm Bolter
103606	Bolter
103607	Chainsword
103608	Bolter
103609	Bolter
103610	Frag Grenades
103611	Timed anti-infantry grenades.
103612	Bolter
103613	Bolter
103614	Co-Op
103615	Kill the enemy to Win!
103616	RGN_300_cargo
103617	[dev] S07: Cargo Room
103618	[dev] S07: Control Room
103619	Cargo Bay
103620	Mk4 Maximus
103621	Ancient power armor in wide use some ten millennia ago
103622	Veteran
103623	Highly decorated veteran of many campaigns
103624	Basic Power Armour Left Arm
103625	Basic Power Armour Right Arm
103626	Basic Power Armour Dome
103627	Basic Power Armour Left Leg
103628	Basic Power Armour Right Leg
103629	Basic Power Armour Left Arm
103630	Basic Power Armour Left Arm
103631	Basic Power Armour Left Arm
103632	Basic Power Armour Left Shoulder
103633	Basic Power Armour Right Shoulder
103634	Librarian Left Arm
103635	Find each other then kill the Orks!
103636	Librarian Right Arm
103637	Librarian Dome Piece
103638	Librarian Left Leg
103639	Librarian Right Leg
103640	Librarian Left Shoulder
103641	Librarian Right Shoulder
103642	Librarian Torso
103643	Co-op Seperated
103644	Rifle firing self-propelled explosive bolts that tear through enemies.
103645	Placeholder combi grenade description
103646	Launcher for magnetized fusion charges that can then be detonated at will.
103647	Launcher for magnetized fusion charges that can then be detonated at will.
103648	Rifle firing plasma pulses. Supercharged shots add to destructive power.
103649	Bolter modified with superior targeter, able to fell enemies at long range.
103650	Dual Bolter rifle sacrificing accuracy for an unparalleled rate of fire.
103651	A ferocious close-combat weapon that attacks quickly and accurately.
103652	A ferocious close-combat weapon that attacks quickly and accurately.
103653	Rifle firing self-propelled explosive bolts that tear through enemies.
103654	Launcher for magnetized fusion charges that can then be detonated at will.
103655	Rifle firing plasma pulses. Supercharged shots add to destructive power.
103656	Bolter modified with superior targeter, able to fell enemies at long range.
103657	Dual Bolter rifle sacrificing accuracy for an unparalleled rate of fire.
103658	Bolter
103659	Play Audio Log
103660	Bolter
103661	<Create New>
103662	Create a new loadout
103663	<Create New>
103664	Create a new loadout
103665	Assault Marine
103666	Assault Marine / Raptor
103667	Using the Jump Pack, the Assault Marine is able to strike from above and navigate terrain much easier than the other marines. Once the distance is closed, he brings his savage hand-to-hand attacks to bear.
103668	Devastator
103669	Weilding the largest weapons in the Space Marines' armory, the Devastator Marine is a force to be reckoned with when he takes the field.
103670	The Assault Marine comes equipped with the powerful Assault Jump Pack allowing the marine to cover great distances and deal bone-crushing damage upon landing.
103671	Rifle firing gouts of molecularly agitated heat, atomizing nearby targets.
103672	Bolter
103673	Storm Bolter
103674	Dual Bolter rifle sacrificing  accuracy for  an unparalleled rate of fire.
103675	Stalker Bolter
103676	Bolter modified with superior targeter, able to fell enemies at long range.
103677	Plasma Gun
103678	Rifle firing plasma pulses. Supercharged shots add to destructive power.
103679	Vengeance Launcher
103680	Launcher for magnetized fusion charges that can then be detonated at will.
103681	Bolter
103682	Rifle firing self-propelled explosive bolts that tear through enemies.
103683	Chainsword
103684	A ferocious close-combat weapon that attacks quickly and accurately.
103685	Bolter - Full Auto
103686	Rifle firing self-propelled explosive bolts that tear through enemies.
103687	Storm Bolter
103688	Dual Bolter rifle sacrificing  accuracy for  an unparalleled rate of fire.
103689	Stalker Bolter
103690	Bolter modified with superior targeter, able to fell enemies at long range.
103691	Vengeance Launcher
103692	Launcher for magnetized fusion charges that can then be detonated at will.
103693	Frag Grenades
103694	Timed anti-infantry grenades.
103695	Power Sword
103696	A ferocious close-combat weapon that attacks quickly and accurately.
103697	Remote Detonators
103698	Timed anti-infantry grenades.
103699	Screen Grenades
103700	Flash grenades designed to blind or disorient the enemy. 
103701	The Right Tool for the Job (2 Weapons)
103702	Select a Secondary Ranged Weapon
103703	Enhanced Power Armor
103704	Charge (%SPRINT% + %ABILITY_CONTEXTMOTION%) causes increased damage.
103705	Defend the Orb
103706	Emperor's Guidance
103707	30% More Starting Health (disabled)
103708	Swift Hatred
103709	Increased speed in standard movement and when sprinting.
103710	Defend
103711	Great Strength
103712	Increased close-combat damage.
103713	Unbreakable Resolve
103714	Attacks cannot stagger the Marine
103715	Tenacious
103716	While Critical, melee attacks are much more powerful (disabled)
103717	Inspiring Faith
103718	Allows for quick revival of incapacitated allies
103719	Grenadier
103720	Gain +2 grenades of all types you have selected (disabled)
103721	Combat Valor
103722	Use Act of Valor more quickly
103723	Impenetrable
103724	Gain resistance to all ranged attacks (disabled)
103725	Bond of Blood
103726	After using Act of Valor on an Ally, that Ally is invulnerable to damage for 15 seconds
103727	Iron Halo
103728	Gain a rechargeable energy shield (disabled)
103729	Valiance
103730	Take 25% less damage from all attacks, but no health regen (disabled)
103731	Resourceful
103732	Receive more ammo from pickups (disabled)
103733	TBD1
103734	TBD
103735	TBD 2
103736	No description available
103737	TBD 3
103738	No description available
103739	TBD 4
103740	No description available
103741	Mk7 Aquila Vambrace
103742	Mk4 Maximus
103743	Mk4 Maximus
103744	Mk4 Maximus
103745	Mk4 Maximus
103746	Mk4 Maximus
103747	Mk4 Maximus
103748	Custom "Librarian" Pattern
103749	Custom "Librarian" Pattern
103750	Custom "Librarian" Pattern
103751	Custom "Librarian" Pattern
103752	Custom "Librarian" Pattern
103753	Custom "Librarian" Pattern
103754	Custom "Librarian" Pattern
103755	Custom "Librarian" Pattern
103756	Master-Crafted
103757	Master-Crafted
103758	Master-Crafted
103759	Master-Crafted
103760	Master-Crafted
103761	Master-Crafted
103762	Librarian Dome Piece
103763	Mk6 'Corvus' Power Armor
103764	Mk6 Corvus
103765	Mk6 Corvus
103766	Mk6 Corvus
103767	Mk6 Corvus
103768	Mk6 'Corvus' Power Armor
103769	Mk V "Heresy" Pattern
103770	Mk V "Heresy" Pattern
103771	Mk V "Heresy" Pattern
103772	Mk V "Heresy" Pattern
103773	Mk V "Heresy" Pattern
103774	Mk V "Heresy" Pattern
103775	Mk V "Heresy" Pattern
103776	Veteran Vambrace
103777	Veteran Vambrace
103778	Veteran
103779	Veteran
103780	Veteran Shoulder Pad
103781	Veteran Shoulder Pad
103782	Custom "Honor Guard" Pattern
103783	Custom "Honor Guard" Pattern
103784	Custom "Honor Guard" Pattern
103785	Custom "Honor Guard" Pattern
103786	Custom "Honor Guard" Pattern
103787	Custom "Honor Guard" Pattern
103788	Mk8 'Errant' Power Armor
103789	Mk8 'Errant' Power Armor
103790	Mk8 Errant
103791	Mk8 'Errant' Power Armor
103792	Mk8 'Errant' Power Armor
103793	Master-Crafted
103794	Master-crafted Power Armor created by the artificers of Macragge
103795	Master the dewey decimal system in this set of power armour.
103796	The newest power armor design, with enclosed cabling and an armored collar
103797	Power armor bearing the scars of hard battle
103798	Mk4 'Maximus' Power Armor
103799	Ancient power armor issued from the chapter forges millennia ago
103800	Relic Armor
103801	Power armor in wide use until recent millennia, featuring a pointed helmet
103802	Mk6 Corvus
103803	Mk8 Errant
103804	Battle-Damaged
103805	Customized and refined power armor, specially made for chapter heroes
103806	Ultramarines Champion
103807	Increased Metabolism
103808	Get revived faster by allies
103809	Ancient power armor in wide use some ten millennia ago
103810	Ancient power armor in wide use some ten millennia ago
103811	Mk4 Maximus Breast Plate
103812	Ancient power armor in wide use some ten millennia ago
103813	Ancient power armor in wide use some ten millennia ago
103814	Ancient power armor in wide use some ten millennia ago
103815	Ancient power armor in wide use some ten millennia ago
103816	Ancient power armor in wide use some ten millennia ago
103817	Ancient power armor in wide use some ten millennia ago
103818	Mk4 Maximus
103819	Mk4 Maximus
103820	Mk4 Maximus
103821	Left Arm
103822	Power armor in wide use until recent millennia, featuring a pointed helmet
103823	The newest power armor design, with enclosed cabling and an armored collar
103824	Armor adorned with seals and laurels attesting to centuries of service.
103825	Customized and refined power armor, specially made for chapter heroes
103826	Left Arm
103827	Left Arm
103828	Right Arm
103829	Right Arm
103830	Customized and refined power armor, specially made for chapter heroes
103831	Right Arm
103832	Power armor in wide use until recent millennia, featuring a pointed helmet
103833	The newest power armor design, with enclosed cabling and an armored collar
103834	Armor adorned with seals and laurels attesting to centuries of service.
103835	Helmet
103836	Helmet
103837	Customized and refined power armor, specially made for chapter heroes
103838	Helmet
103839	Power armor in wide use until recent millennia, featuring a pointed helmet
103840	The newest power armor design, with enclosed cabling and an armored collar
103841	Armor adorned with seals and laurels attesting to centuries of service.
103842	Left Leg
103843	Left Leg
103844	Customized and refined power armor, specially made for chapter heroes
103845	Left Leg
103846	Power armor in wide use until recent millennia, featuring a pointed helmet
103847	The newest power armor design, with enclosed cabling and an armored collar
103848	Armor adorned with seals and laurels attesting to centuries of service.
103849	Armor adorned with seals and laurels attesting to centuries of service.
103850	The newest power armor design, with enclosed cabling and an armored collar
103851	Power armor in wide use until recent millennia, featuring a pointed helmet
103852	Right Leg
103853	Customized and refined power armor, specially made for chapter heroes
103854	Right Leg
103855	Right Leg
103856	Right Shoulder
103857	Right Shoulder
103858	Customized and refined power armor, specially made for chapter heroes
103859	Right Shoulder
103860	Power armor in wide use until recent millennia, featuring a pointed helmet
103861	The newest power armor design, with enclosed cabling and an armored collar
103862	Armor adorned with seals and laurels attesting to centuries of service.
103863	Chest Piece
103864	Chest Piece
103865	Customized and refined power armor, specially made for chapter heroes
103866	Chest Piece
103867	Power armor in wide use until recent millennia, featuring a pointed helmet
103868	The newest power armor design, with enclosed cabling and an armored collar
103869	Armor adorned with seals and laurels attesting to centuries of service.
103870	Custom "Honor Guard" Pattern
103871	Custom "Honor Guard" Pattern
103872	Master-Crafted
103873	Master-Crafted
103874	Mk V "Heresy" Pattern
103875	Mk6 Corvus
103876	Mk6 Corvus
103877	Mk8 Errant
103878	Mk8 Errant
103879	Mk8 Errant
103880	Veteran
103881	Veteran
103882	Thunder Hammer
103883	Bolt Pistol
103884	Plasma Pistol
103885	Heavy Bolter
103886	Melta Gun
103887	Plasma Gun
103888	Plasma Cannon
103889	Heavy Bolter
103890	Thunder Hammer
103891	Two-Handed Thunder Hammer - The fist of the Emperor
103892	Promethium Grenades
103893	Master Crafted Left Arm
103894	Master Crafted Helmet
103895	Master Crafted Right Arm
103896	Master Crafted Left Leg
103897	Master Crafted Right Leg
103898	Master Crafted Left Shoulder
103899	Master Crafted Right Shoulder
103900	Master Crafted Torso
103901	x Thunderhawk Shooter Prototype
103902	Start
103903	1 plasma ammo
103904	1 plasma ammo
103905	Heavy Bolter
103906	Heavy Bolter
103907	Plasma Gun
103908	Plasma Cannon
103909	Plasma Cannon
103910	Melta Bomb
103911	Allows the Marine to throw a deadly grenade that deals damage over time in an area.
103912	Chaos Undivided
103913	Kill the enemy players 20 times and win
103914	Team Deathmatch
103915	Kill 15 members of the opposing team to win
103916	1. Hangar
103917	14. Best Laid Plans
103918	DEPLOY
103919	DEV MISSIONS
103920	SELECT MISSION
103921	CAMPAIGN
103922	SPAWN POINT
103923	MAIN MENU
103924	MULTIPLAYER
103925	Exterminatus - %1MISSION_NAME% (TEAM SCORE)
103926	CUSTOMIZER
103927	NETWORK
103928	EXIT DEMO
103929	Game Type
103930	MATCHMAKING
103931	CREATE GAME
103932	Change Map
103933	Respawn Time
103934	DUPLICATE ROLES
103935	GAME MODE
103936	TEAM 1
103937	TEAM 2
103938	MAP
103939	OBJECTIVE
103940	WAITING FOR HOST TO START GAME...
103941	LOBBY
103942	OBJECTIVE DESCRIPTION
103943	CHOOSE TEAM
103944	JOIN TEAM 1
103945	JOIN TEAM 2
103946	TEAM FULL
103947	Armor of Rage
103948	Head
103949	DEV Khorne Berserker
103950	DEV Armor adorned with sigils of rage, worn by those who surrender to bloodlust
103951	Khorne Berserker Armor
103952	Breast Plate
103953	Heavy Bolter
103954	Heavy Bolter
103955	Pick up Heavy Bolter
103956	Pick up Heavy Bolter
103957	Bolter - 3-Round Burst
103958	Rifle firing self-propelled explosive bolts that tear through enemies.
103959	Bolter
103960	Rifle firing self-propelled explosive bolts that tear through enemies.
103961	Bolter
103962	Rifle firing self-propelled explosive bolts that tear through enemies.
103963	Bolter - Semi-Auto (Single Fire)
103964	Rifle firing self-propelled explosive bolts that tear through enemies.
103965	Plasma Cannon
103966	Easily the most versatile marine, the Tactical Marine your perfect shock troop - accurate fire from range, brutal hand-to-hand, and good mobility.
103967	Bolter - 3-ROUND BURST
103968	Heavy Bolter slow w/frags
103969	Devastator with slower firing bolter to test feel
103970	Vengeance Launcher
103971	Easily the most versatile marine, the Tactical Marine your perfect shock troop - accurate fire from range, brutal hand-to-hand, and good mobility.
103972	Bolter w/ Meltabombs
103973	Using the Jump Pack, the Assault Marine / Raptor is able to strike from above and navigate terrain much easier than the other marines. Once the distance is closed, he brings his savage hand-to-hand attacks to bear.
103974	Collect Audio Log
103975	5. Big Bang
103976	3 - Belly of the Beast
103977	Shell Storage
103978	[dev] S05: Balcony Route
103979	Loading Chamber
103980	CONTINUE
103981	LOAD GAME
103982	OPTIONS
103983	QUIT MISSION
103984	x Prop Yard
103985	start point
103986	10. Rumblings Down Below
103987	7 - Heart of Darkness
103988	Tug-of-Warhammer
103989	Fodder Gameplay Proofing, push the other team's territory until they have none
103990	Master-Crafted E3 
103991	Master-Crafted E3 
103992	Master-Crafted E3 
103993	Master-Crafted E3 
103994	Master-Crafted E3 
103995	Master-Crafted E3 
103996	Master-Crafted E3 
103997	Customized and refined power armor, specially made for chapter heroes
103998	Customized and refined power armor, specially made for chapter heroes
103999	Customized and refined power armor, specially made for chapter heroes
104000	Customized and refined power armor, specially made for chapter heroes
104001	Customized and refined power armor, specially made for chapter heroes
104002	Left Shoulder
104003	Customized and refined power armor, specially made for chapter heroes
104004	Mk7 Aquila
104005	Mk7 Aquila
104006	Mk7 Aquila
104007	Mk7 Aquila
104008	Mk7 Aquila
104009	Mk7 Aquila
104010	Mk7 Aquila
104011	Mk7 Aquila
104012	Left Shoulder Pad
104013	Left Shoulder
104014	Right Shoulder Pad
104015	Customized and refined power armor, specially made for chapter heroes
104016	Customized and refined power armor, specially made for chapter heroes
104017	Left Greave
104018	Right Greave
104019	Customized and refined power armor, specially made for chapter heroes
104020	Right Vambrace
104021	Left Vambrace
104022	Belt
104023	Helmet
104024	Backpack
104025	Custom "Honor Guard" Pattern
104026	Custom "Librarian" Pattern
104027	Master-Crafted
104028	Master-Crafted Belt
104029	Mk4 Maximus
104030	Mk V "Heresy" Pattern
104031	Mk6 Corvus
104032	Mk8 Errant
104033	Veteran
104034	Veteran's Belt
104035	None
104036	"Corvus" Head
104037	Tabbard
104038	Chaos Strength: %1%%%
104039	Space Marine Strength: %1%%%
104040	Time Until Reinforcements: %1%
104041	Capturing Race: %1%
104042	Space Marines
104043	Chaos Space Marines
104044	Enormous, belt-fed version of the Bolter with a tremendous rate of fire.
104045	--TEST-- %1FIRST% of %2SECOND%, %3THIRD%
104046	Easily the most versatile marine, the Tactical Marine your perfect shock troop - accurate fire from range, brutal hand-to-hand, and good mobility.
104047	SNIPER RIFLE w/ Frags
104048	Easily the most versatile marine, the Tactical Marine your perfect shock troop - accurate fire from range, brutal hand-to-hand, and good mobility.
104049	Devastator / Havoc
104050	%1X%.%2Y%
104051	%1VICTIM% was killed by %2KILLER%
104052	%1VICTIM% was injured by %2ATTACKER%
104053	%1SAVEE% was revived by %2SAVER%
104054	Vanguard
104055	Guardsmen
104056	Guardsman
104057	Ork Boy
104058	Ard Boy
104059	Shoota Boy
104060	Stikkbomba Boy
104061	Rokkit Nob
104062	Uge Hammer Nob
104063	Renegade
104064	Berserker
104065	Bloodletter
104066	Mk6 'Corvus' Power Armor
104067	Powered Backpack
104068	Mk8 'Errant' Power Armor
104069	Chest Piece and Powered Backpack
104070	Mk7 Aquila
104071	The most widely worn Space Marine power armor
104072	Mk7 Aquila
104073	The most widely worn Space Marine power armor
104074	Mk7 Aquila
104075	The most widely worn Space Marine power armor
104076	Mk7 Aquila
104077	The most widely worn Space Marine power armor
104078	Mk7 Aquila
104079	The most widely worn Space Marine power armor
104080	Mk7 Aquila
104081	Mk7 Aquila
104082	The most widely worn Space Marine power armor
104083	Mk7 Aquila
104084	The most widely worn Space Marine power armor
104085	Mk7 Aquila
104086	The most widely worn Space Marine power armor
104087	None
104088	Helmet
104089	Mk4 'Maximus' Power Armor
104090	Powered Backpack
104091	Custom "Honor Guard" Pattern
104092	Powered Backpack
104093	Custom "Librarian" Pattern
104094	Powered Backpack
104095	Master-Crafted
104096	Powered Backpack
104097	Master-Crafted
104098	Belt
104099	Mk V "Heresy" Pattern
104100	Powered Backpack
104101	Veteran
104102	Powered Backpack
104103	Veteran
104104	Belt
104105	DEV Khorne Berserker
104106	DEV Armor adorned with sigils of rage, worn by those who surrender to bloodlust
104107	Custom "Honor Guard" Pattern
104108	Custom "Librarian" Pattern
104109	Master-Crafted
104110	Mk V "Heresy" Pattern
104111	Mk4 Maximus
104112	Master-Crafted Belt
104113	Mk6 Corvus
104114	Mk8 Errant
104115	"Corvus" head
104116	Tabbard
104117	None
104118	Veteran Belt
104119	Jump Pack
104120	Assault Marine w/ Frags
104121	Easily the most versatile marine, the Tactical Marine your perfect shock troop - accurate fire from range, brutal hand-to-hand, and good mobility.
104122	Mk4 Maximus
104123	Master-Crafted
104124	Custom "Librarian" Pattern
104125	Chest Piece
104126	Customized and refined power armor, specially made for chapter heroes
104127	Power armor in wide use until recent millennia, featuring a pointed helmet
104128	Mk6 Corvus
104129	Mk8 Errant
104130	The newest power armor design, with enclosed cabling and an armored collar
104131	Ancient power armor in wide use some ten millennia ago
104132	Custom "Honor Guard" Pattern
104133	Chest Piece
104134	test
104135	Veteran
